Name,Email,Created,Onboarding Percentage,StagesHistory New Date Time,StagesHistory Onboarding Date Time,StagesHistory Launched Date Time,Reference By,Referral Name,Platform,Lead Source,CSM,Status
Greenrack Solar,eben@greenrackcontracting.com,20-06-2024 14:31,0,20-06-2024 14:31,,,,,Sales Enablement,Website,,Follow Up
Budget Safe Solar,Mikechenail@gmail.com,20-06-2024 15:57,0,20-06-2024 15:57,,,,,Sales Enablement,Website,,Not Interested
TJ Technology,Javee0060@gmail.com,20-06-2024 16:18,0,20-06-2024 16:18,,,,,Sales Enablement,Website,,Follow Up
Green Tech Construction,info@gtconstruction.solar,20-06-2024 21:08,0,,,,lightreach,,Sales Enablement,,,New
Synergy Smart Homes LLC,Joe.Salonia@synergysh.com,21-06-2024 09:56,0,,,,lightreach,,Sales Enablement,,,New
Hammer and Bell co,Welcome@hammerandbellco.com,21-06-2024 18:25,0,21-06-2024 18:25,,,,,Sales Enablement,Website,,Not Interested
SolRx Energy Inc,service@solrxenergy.com,21-06-2024 19:12,0,21-06-2024 19:12,,,,,Sales Enablement,Subcontractorhub,,Dormant
Prestige Solar Services,percysolarservices@gmail.com,24-06-2024 16:27,0,24-06-2024 16:27,,,,,Sales Enablement,Website,,Dormant
Bright Light Energy,abonilla@brightlightsolarenergy.com,24-06-2024 19:11,0,24-06-2024 19:11,,,,,Sales Enablement,Website,,Follow Up
SunnyMac Solar,benjamina@sunnymacsolar.com,26-06-2024 14:38,0,26-06-2024 14:38,26-06-2024 23:16,,,,Easy Quote,,,Onboarding
Poly Energy,moanap@mypolyenergy.com,26-06-2024 14:49,0,26-06-2024 14:49,,,,,Easy Quote,,,New
Quality Solar,qualitysolardrew@gmail.com,26-06-2024 16:51,100,26-06-2024 16:51,26-06-2024 19:28,11-07-2024 23:06,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Lone Peak Energy,eshadman@lonepeak.energy,26-06-2024 17:49,100,26-06-2024 17:49,15-08-2024 22:03,27-08-2024 16:29,,Colby Moody (Revelation Solar),Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
SunVena,hunter@sunvena.com,26-06-2024 21:56,87.5,26-06-2024 21:56,13-09-2024 17:47,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Skywells Energy Solar Solutions,erik@skywellsenergy.com,27-06-2024 18:41,100,27-06-2024 18:41,25-07-2024 18:49,27-08-2024 16:30,,,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Launched
IPSUN Solar,kelly.rogan@ipsunsolar.com,27-06-2024 18:49,0,27-06-2024 18:49,01-08-2024 16:05,,,,Easy Quote,Website,,Onboarding
Solar Professionals of Illinois,luisvigosolar@gmail.com,28-06-2024 15:43,0,28-06-2024 15:43,,,,,Sales Enablement,Website,,Not Interested
Sunforce Solar,o.dominguez@sunforce.solar,28-06-2024 18:00,0,28-06-2024 18:00,,,,,Sales Enablement,,,Dormant
Family Solar Company,alecthornton@familysolarcompany.com,28-06-2024 19:26,0,28-06-2024 19:26,,,,,Sales Enablement,LinkedIn,,Follow Up
AJA Energies,Info@AJA-Energies.com,01-07-2024 16:23,0,01-07-2024 16:23,,,,,Sales Enablement,Website,,Not Interested
Universal Electric PNW,joelpickell@universalelectricpnw.com,01-07-2024 19:08,14.29,01-07-2024 19:08,,,,,Sales Enablement,,,Negotiation
Home Networks Electric & Solar,rgarcia@homenes.com,01-07-2024 19:40,0,01-07-2024 19:40,,,,,Sales Enablement,LinkedIn,,Dormant
The Solar Company,danny@thesolarcompany.com,02-07-2024 00:07,100,02-07-2024 00:07,16-07-2024 21:11,,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Retention
EG Solar,gosunlite@gmail.com,02-07-2024 00:38,71.43,02-07-2024 00:38,03-07-2024 18:20,,,Aaron Teachout (Sky Energy),Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Retention
ElectriCare,alex.haro@electricare.com,02-07-2024 19:44,0,,,,lightreach,,Sales Enablement,,,New
Solar Bros Electric LLC,ryan@solarbros.com,02-07-2024 19:56,100,,,,solrite,Ryan Higgins,Sales Enablement,Referral,Curtis Hills(curtis@subcontractorhub.com),Demo
Construct Sun,tdevine@constructsun.com,03-07-2024 01:40,0,03-07-2024 01:40,,,,,Sales Enablement,LinkedIn,,Follow Up
AM Sun Solar & Roofing,glen@amsunsolar.com,03-07-2024 17:47,0,,,,lightreach,,Sales Enablement,,,New
Sky Solar Solutons LLC,brian.neveil@skysolarsolutions.com,03-07-2024 19:03,0,03-07-2024 19:03,,,,,Sales Enablement,Website,,Dormant
Zenergy Solar,jay@zenergy.solar,03-07-2024 23:38,100,03-07-2024 23:38,29-07-2024 23:39,,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Cancelled
Lelantos Energy,na@lelantos.group,05-07-2024 16:24,0,05-07-2024 16:24,,,,,Sales Enablement,,,Demo
Revolution Energy,Jeffrevenergy.salas@gmail.com,08-07-2024 16:31,0,08-07-2024 16:31,,,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Dormant
Vesta Energy,todd@absolutesolar-vesta.com,08-07-2024 17:41,0,08-07-2024 17:41,,,,,Sales Enablement,Website,,Dormant
Arbor Solar LLC,gabe@arborsolar.com,08-07-2024 19:07,0,08-07-2024 19:07,,,,,Sales Enablement,Website,,Follow Up
CKR Solar,chris@ckrsolar.com,08-07-2024 19:25,0,08-07-2024 19:25,,,,,Sales Enablement,LinkedIn,,Not Interested
Swift Solar,brent@brentattaway.com,10-07-2024 10:23,71.43,10-07-2024 10:23,10-07-2024 15:56,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Cancelled
RGNR8 Solar,bryan@rgnr8.tech,10-07-2024 16:48,0,10-07-2024 16:48,,,,,Easy Quote,Website,,New
Solcium Solar,michelle@solcium.com,10-07-2024 18:06,100,10-07-2024 18:06,11-07-2024 15:36,08-08-2024 22:56,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Brightstar Marketing,dave@brightstarmarketing.solar,10-07-2024 22:31,85.72,,12-07-2024 18:15,21-07-2024 19:23,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Ethos Residential Services,quentin@ethosresi.com,11-07-2024 18:25,0,11-07-2024 18:25,,,,,Easy Quote,Website,,New
Ethos Residential Services,quentin@ethosresi.com,11-07-2024 18:25,0,11-07-2024 18:25,,,,,Sales Enablement,Website,,Follow Up
Hightower Industries LLC,conner@hightowerindustriesllc.com,11-07-2024 19:11,0,11-07-2024 19:11,,,,,Sales Enablement,LinkedIn,,Demo
JHP Electric Inc,admin@jhpelectric.com,11-07-2024 22:42,71.43,,,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),New
Sol Source LLC,admin@solsourcellc.net,11-07-2024 23:14,71.43,,,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),New
Ochinero Electric Inc,admin@ochineroelectric.com,11-07-2024 23:31,71.43,,,,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),New
Wellspring Solar,richard@wellspringllc.us,12-07-2024 14:32,0,12-07-2024 14:32,,,,,Sales Enablement,Website,,Follow Up
Solar Closing Systems,kenny@solarclosingsystems.com,12-07-2024 21:23,100,12-07-2024 21:23,16-07-2024 21:44,,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Retention
Solar Flare INC,lightreachpartner@solarflareenergy.org,15-07-2024 16:10,0,,,,lightreach,,Sales Enablement,,,New
Solarships USA,darren@solarshipsusa.com,16-07-2024 18:59,85.72,16-07-2024 18:59,17-07-2024 18:17,,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Onboarding
Murrieta Solar Power,jeff@murrietasolarpower.com,16-07-2024 20:15,0,16-07-2024 20:15,,,,,Sales Enablement,LinkedIn,,Unqualified
Premier Improvements Solar,Adam@PremierImprovementsOne.com,16-07-2024 20:28,0,,,,lightreach,,Sales Enablement,,,New
Solar Global,nick@gosolarglobal.com,16-07-2024 21:28,100,16-07-2024 21:28,18-07-2024 22:17,,,,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
RGNR8,bryan@rgnr8.tech,16-07-2024 21:41,0,16-07-2024 21:41,,,,,Sales Enablement,,,Follow Up
Switch Energy,scottclawson+1@levionsolar.com,17-07-2024 00:47,100,17-07-2024 00:47,25-07-2024 18:16,25-07-2024 18:28,,Scott Clawson (Levion),Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Pure Energy Inc,tevita@pure.solar,17-07-2024 13:55,100,,,12-08-2024 16:37,solrite,Ryan Higgins,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Evolution Solar Solutions,akeed@evolutionsolarsolutions.com,17-07-2024 19:27,85.71,17-07-2024 19:27,25-07-2024 20:25,20-08-2024 18:42,,,Sales Enablement,LinkedIn,Eric Roberts(eroberts+admin@solarquote.com),Launched
On Call Electric,sergioafec@gmail.com,18-07-2024 17:18,0,18-07-2024 17:18,,,,,Sales Enablement,Website,,Dormant
Green House Solar,frank@greenhouse.solar,19-07-2024 17:07,71.43,,24-07-2024 04:55,16-08-2024 21:45,lightreach,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Retention
Incite,kane@incitesolarsolutions.com,22-07-2024 21:47,0,,,,lightreach,,Sales Enablement,,,New
Gensun Roofing and Solar,tom@gensunsolar.com,23-07-2024 13:30,0,23-07-2024 13:30,,,,,Sales Enablement,LinkedIn,,Dormant
Electric City Solar Comapny,Dave@electriccitysolarco.com,23-07-2024 16:44,0,,,,lightreach,,Sales Enablement,,,New
7 Renewable Concepts,rfranklin@7renewableconcepts.com,23-07-2024 18:38,0,23-07-2024 18:38,,,,,Sales Enablement,Website,,New
Lightyear,charles@lightyear-solar.com,23-07-2024 18:42,85.72,23-07-2024 18:42,24-07-2024 18:29,01-08-2024 00:15,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
ETW Energy,john.morrell@etwenergy.com,23-07-2024 19:07,100,23-07-2024 19:07,30-07-2024 21:16,17-09-2024 16:38,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Sun Solar Energy,aaron@sunpowerbysunsolaroc.com,23-07-2024 23:51,0,23-07-2024 23:51,,,,,Sales Enablement,Demand Gen,,Follow Up
Sun Solar Life,scott@sunsolarlife.org,24-07-2024 00:06,0,24-07-2024 00:06,,,,Ahmad Sawalmeh,Sales Enablement,Referral,,Follow Up
Got Watts,jeremy@gotwatts.com,24-07-2024 00:26,0,24-07-2024 00:26,,,,,Sales Enablement,Partnership,,Follow Up
Pro Elite Exteriors,greg@myproelite.com,24-07-2024 01:14,0,24-07-2024 01:14,,,,,Sales Enablement,Website,,Follow Up
Sun Life Solar,curtywurtypops@gmail.com,24-07-2024 01:25,0,24-07-2024 01:25,,,,,Sales Enablement,Website,,Dormant
Solar America,Brandon@solaramerica.io,24-07-2024 22:05,0,24-07-2024 22:05,,,,,Sales Enablement,Referral,,Follow Up
Solar Sesame,manan@solarsesame.com,25-07-2024 00:19,100,,26-07-2024 18:30,19-08-2024 21:41,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Different Energies,dan.javan@differentenergies.com,25-07-2024 15:21,0,25-07-2024 15:21,,04-11-2024 16:17,,Justin Brach,Easy Quote,Referral,,Launched
Different Energies,dan.javan@differentenergies.com,25-07-2024 15:21,100,25-07-2024 15:21,25-07-2024 16:11,30-10-2024 18:59,,Justin Brach,Sales Enablement,Referral,Craig Kersey(ckersey@subcontractorhub.com),Launched
Civic renewables,sean@civicrenewables.com,25-07-2024 17:29,42.86,25-07-2024 17:29,30-07-2024 18:38,,,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Ace Electric,natehoffer999@gmail.com,25-07-2024 20:19,0,25-07-2024 20:19,,,,,Sales Enablement,Demand Gen,,Dormant
US Solar,sgates@joinussolar.com,26-07-2024 18:31,100,26-07-2024 18:31,29-07-2024 18:19,21-10-2024 22:52,goodleap,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
ELAV8 Solar,prat@elav8consulting.com,26-07-2024 21:35,100,26-07-2024 21:35,29-07-2024 15:11,19-08-2024 19:34,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Zion Electric & Solar LLC,zionelectricandsolar@gmail.com,26-07-2024 21:44,0,,,,lightreach,,Sales Enablement,,,New
Parco Solar,alanh@parcosolar.com,26-07-2024 22:40,0,,,,lightreach,,Sales Enablement,,,New
Endliss Power,grace@endliss.com,26-07-2024 22:50,0,26-07-2024 22:50,,,,,Sales Enablement,Demand Gen,,Demo
Brightside Energy,dean@brightsideenergy.io,26-07-2024 22:59,0,26-07-2024 22:59,,,,,Sales Enablement,Demand Gen,,Follow Up
subcontractorHub,prachi@expansionjs.com,29-07-2024 05:47,100,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
Glyde Solar LLC,Shalev@glydesolar.com,29-07-2024 14:30,100,,,04-12-2023 17:39,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
PlugPV LLC,nclingerman@plugpv.com,29-07-2024 17:29,100,29-07-2024 17:29,07-08-2024 16:02,17-09-2024 16:38,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Electric city solar co,bill@electriccitysolarco.com,29-07-2024 23:39,0,,,,lightreach,,Sales Enablement,,,New
Mirasol Solar Inc,damon@mirasolsolar.com,30-07-2024 17:46,0,,,,lightreach,,Sales Enablement,,,New
Sparx Solar,donovanc@C2C.Claims,30-07-2024 21:38,0,30-07-2024 21:38,,,,,Sales Enablement,Website,,Not Interested
Electric Power Services Inc,eric@electricpowerserv.com,30-07-2024 21:53,75,,28-08-2024 19:12,,lightreach,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
CT Solar Solutions,steve+1@ctsolarsolutions.com,30-07-2024 22:11,0,30-07-2024 22:11,,,,,Sales Enablement,Website,,Follow Up
Just Clean Energy,jessy.rod+1@gojcenergy.com,31-07-2024 00:30,0,31-07-2024 00:30,,,,former SQID Dealer account,Sales Enablement,Referral,,Demo
Great Plains Renewables,dale@greatplainsrenewables.com,31-07-2024 19:13,0,31-07-2024 19:13,,,,,Sales Enablement,Website,,Follow Up
National Solar Energy Corp,willem@nsec.solar,31-07-2024 20:09,87.5,31-07-2024 20:09,19-09-2024 20:59,24-10-2024 14:08,,,Sales Enablement,Website,Jeff Darling(jdarling@subcontractorhub.com),Launched
Unity Solar Group,Vira.d@unitysolargroup.com,01-08-2024 02:38,0,,,,lightreach,,Sales Enablement,Website,,Follow Up
Elbac Solar,bharris@elbacroofing.com,01-08-2024 19:04,0,01-08-2024 19:04,,,,Matthew Potter,Sales Enablement,Website,,Follow Up
The Alectriq Company,joe@alectriq.com,01-08-2024 22:04,0,01-08-2024 22:04,,,,,Easy Quote,Website,,New
The Alectriq Company,joe@alectriq.com,01-08-2024 22:04,33.33,01-08-2024 22:04,14-10-2024 16:41,,,,Sales Enablement,Website,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Yes Solar Solutions,tgamble@yessolarsolutions.com,05-08-2024 21:04,0,05-08-2024 21:04,,,,,Sales Enablement,Website,,Follow Up
REACH Solar,john@reachsolar.com,05-08-2024 21:18,0,05-08-2024 21:18,,,,,Sales Enablement,Website,,Demo
On point solar,dhartzog@onpointsolarpower.com,06-08-2024 16:49,62.5,06-08-2024 16:49,17-09-2024 19:07,,,,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Solis Energy,fsolis@gosolisenergy.com,06-08-2024 19:06,0,06-08-2024 19:06,,,,,Sales Enablement,Website,,Follow Up
Divine Power USA,dave@divinepowerusa.com,06-08-2024 19:55,0,,,,lightreach,,Sales Enablement,,,New
Green Empire Builder,finance@greenempirebuilder.net,07-08-2024 20:40,0,07-08-2024 20:40,,,,,Sales Enablement,Website,,Demo
JJ Energy Inc,jordan@jjenergyinc.com,08-08-2024 04:53,0,,,,lightreach,,Sales Enablement,,,New
Sky Solar Pro,ashot@skysolarpro.com,08-08-2024 17:59,0,,,,lightreach,,Sales Enablement,,,New
Sky Solar Pro,taron@skysolarpro.com,08-08-2024 17:59,0,,,,lightreach,,Sales Enablement,,,New
Sky Solar Pro,maneh@skysolarpro.com,08-08-2024 18:40,0,,,,lightreach,,Sales Enablement,,,New
Prime SLR,mustafa.joulani@primeslr.com,08-08-2024 20:15,0,08-08-2024 20:15,,,,Matthew Kronwald,Sales Enablement,Website,,Follow Up
Greiner Heating Air and Electric,da@ghac.com,12-08-2024 19:04,100,12-08-2024 19:04,09-09-2024 15:22,,,,Sales Enablement,Demand Gen,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
Solar 365 dba Good Neighbor Energy,Chere@goodneighborenergy.com,12-08-2024 20:35,0,,,,lightreach,,Sales Enablement,,,New
ambassdor,bhawana+ambassdor@expansionjs.com,13-08-2024 06:54,0,13-08-2024 06:54,,,,,Easy Quote,,,New
All America Construction Services,jorge@allamericacs.com,13-08-2024 15:11,0,,,,lightreach,,Sales Enablement,,,New
Solar States,jared@solar-states.com,13-08-2024 16:47,0,,,,lightreach,,Sales Enablement,,,New
Vantage Point Solar,alain+1@vantagepointsolar.com,13-08-2024 22:59,0,13-08-2024 22:59,,,,,Sales Enablement,Website,,Unqualified
Nova Terra Energy,miket@novaterraenergy.com,14-08-2024 17:08,0,14-08-2024 17:08,,,,,Sales Enablement,Website,,Follow Up
RFworx,keith.walter@rfworx.com,14-08-2024 17:22,0,14-08-2024 17:22,,,,,Sales Enablement,Website,,Follow Up
Velasco Electric,michael@velascoelectric.com,14-08-2024 23:17,100,14-08-2024 23:17,15-08-2024 17:21,30-08-2024 16:25,,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
Independent Solar,krista@independentsolar.com,15-08-2024 01:17,100,15-08-2024 01:17,16-08-2024 21:38,01-09-2024 15:29,,GL TPO referral,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Launched
Blue Sky Electric Inc,diego@connectm.com,15-08-2024 20:11,0,,,,lightreach,,Sales Enablement,,,New
Brightstar Lease,test+brightstar23@expansionjs.com,16-08-2024 06:17,0,,,,,,Sales Enablement,,,New
Susten Energy,leandro+1@susten.energy,16-08-2024 14:53,0,16-08-2024 14:53,,,,,Sales Enablement,Website,,Follow Up
Eclipse Energy & Construction,alex@eclipsesolcon.com,17-08-2024 00:52,0,,,,lightreach,,Sales Enablement,,,New
SubcontractorHub Demo,rsurratt@subcontractorhub.com,18-08-2024 03:59,0,18-08-2024 03:59,18-08-2024 04:05,,,,Easy Quote,,,Onboarding
Incentive Electric,bbodde@incentivesolar.com,19-08-2024 18:33,0,,,,lightreach,,Sales Enablement,,,Not Interested
Lytegen,bishal@lytegen.com,19-08-2024 22:27,87.5,19-08-2024 22:27,29-08-2024 20:25,25-10-2024 15:20,,,Sales Enablement,Website,Eric Roberts(eroberts+admin@solarquote.com),Launched
Minski,p.lopez@minski.io,20-08-2024 01:22,0,20-08-2024 01:22,,,,,Sales Enablement,Website,,Demo
Rooftop Power,sbrown@rooftoppowerco.com,20-08-2024 22:00,0,20-08-2024 22:00,,,,Scanifly,Sales Enablement,Referral,,Follow Up
Pro Bid Energy,danny@probidenergy.com,21-08-2024 18:13,0,,,,lightreach,,Sales Enablement,,,New
Synergy Electrical Contracting,joe@synergyelectricalcontractors.com,21-08-2024 19:13,0,,,,lightreach,,Sales Enablement,,,New
Green House Solar & Air,dana@gh.solar,21-08-2024 20:11,100,21-08-2024 20:11,22-08-2024 20:02,25-09-2024 20:03,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Launched
Roofio Solar,jd@roofio.com,21-08-2024 21:57,0,14-10-2024 22:04,,,,,Sales Enablement,Referral,,New
The Green Plug,info@thegreenplug.io,23-08-2024 14:33,0,,,,lightreach,,Sales Enablement,,,New
Treepublic Solar,sean@treepublic.com,26-08-2024 18:04,0,,,,lightreach,,Sales Enablement,,,New
Pro Bid Energy,jesse@probidenergy.com,26-08-2024 21:58,0,,,,lightreach,,Sales Enablement,,,New
Solar Negotiators,cindy@solarnegotiators.com,27-08-2024 15:16,0,27-08-2024 15:16,,,,,Sales Enablement,Subcontractorhub,,Demo
Valoa Solar,alex@valoasolar.com,27-08-2024 16:09,83.33,,27-08-2024 16:09,,,,Marketplace,,,Onboarding
California Renewable Energy,a.amaya@care.green,27-08-2024 20:18,0,,,,lightreach,,Sales Enablement,,,New
Worcester County Electrical,admin@worcestercountyelectrical.com,28-08-2024 15:07,100,,28-08-2024 15:07,,,,Marketplace,,,Approved
Elav8 Consulting,megan@elav8consulting.com,28-08-2024 18:18,100,,28-08-2024 18:18,,,,Marketplace,,,Approved
Volt Home Pros,joe@volthomepros.com,30-08-2024 18:41,50,,30-08-2024 18:41,,,,Marketplace,,,Onboarding
Worcester County Electrical,admin@worcestercountyelectrical.com,30-08-2024 19:15,0,30-08-2024 19:15,,,,Aavra Ogden,Sales Enablement,Referral,,Follow Up
Earthbound Solar LLC,jacob.f@earthbound.solar,30-08-2024 21:06,100,,30-08-2024 21:06,,,,Marketplace,,,Approved
Revel Home Service,chad@revelhomeservice.com,03-09-2024 14:07,0,03-09-2024 14:07,,,,,Sales Enablement,,,New
Goodleap,jbierstock@goodleap.com,04-09-2024 15:48,100,,26-02-2024 18:58,01-05-2024 15:38,goodleap,,Sales Enablement,,Curtis Hills(curtis@subcontractorhub.com),New
Solar Construction LLC,info@solarconstruction.us,04-09-2024 16:12,71.43,,12-09-2024 16:22,18-09-2024 21:10,lightreach,,Sales Enablement,,Eric Roberts(eroberts+admin@solarquote.com),Launched
GoodPwr Direct,peter@goodpwer.com,05-09-2024 18:16,75,,23-09-2024 18:38,,,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
IE construction,robert.wolff@ieconstruction.com,06-09-2024 19:54,0,06-09-2024 19:54,,,,,Sales Enablement,,,Demo
Harvest Solar Inc,bmorales@harvestsolarinc.com,06-09-2024 22:25,100,,,04-12-2023 17:39,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Storz,storz@subhub.com,09-09-2024 11:07,0,,,,,,Sales Enablement,,,New
onboard five,sachin+testj678@expansionjs.com,09-09-2024 13:14,0,,,,storz,,Sales Enablement,,,New
Source Solar LLC,peter@solarroof.energy,09-09-2024 21:05,100,,09-09-2024 21:05,,,,Marketplace,,,Approved
Valley Energy Solutions Inc,brian@myvalleyenergy.com,12-09-2024 18:02,0,12-09-2024 18:02,,,,,Sales Enablement,Subcontractorhub,,Demo
Parker and Sons,mtidwell@parkerandsons.com,12-09-2024 18:41,62.5,12-09-2024 18:41,02-10-2024 23:26,,,,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Ready To Launch
vimal,vima+new2390@expansinojs.com,13-09-2024 07:07,0,,,,,,Sales Enablement,,,New
vimal,vimal+839testing@expansionjs.com,13-09-2024 11:29,0,,,,,,Sales Enablement,,,New
AZ Roof Masters,joyacmonteiro@gmail.com,13-09-2024 16:43,0,13-09-2024 16:43,,,,,Sales Enablement,Website,,Demo
Smart Home,solarwithnelson@gmail.com,13-09-2024 16:58,0,13-09-2024 16:58,,,,,Sales Enablement,Website,,Follow Up
Solar Holler,dan@solarholler.com,13-09-2024 17:15,0,13-09-2024 17:15,,,,Arcadia,Sales Enablement,Referral,,Follow Up
Solar4America Technology,franz@solar4america.com,13-09-2024 19:21,0,13-09-2024 19:21,,,,,Sales Enablement,Website,,Demo
Solar Source,rick.gilbert@solarsource.com,16-09-2024 13:35,0,,,,lightreach,,Sales Enablement,,,New
ProSolar Systems,sarah.cassandra@oneprosolar.com,16-09-2024 17:25,0,16-09-2024 17:25,,,,Matthew Kronwald,Sales Enablement,Referral,,Demo
Mamba Power,ben@mambasolar.com,18-09-2024 15:04,50,,26-09-2024 18:06,,brightstar,Everett Brewer (Storz),Sales Enablement,Partnership,Jeff Darling(jdarling@subcontractorhub.com),Ready To Launch
Jamar Power Systems,phil@jamarpower.com,18-09-2024 21:58,0,,,,lightreach,,Sales Enablement,,,New
Isun Solar,contact@isunsolarus.com,18-09-2024 23:28,0,18-09-2024 23:28,,,,Scanifly,Sales Enablement,Website,,Demo
Solar Mite Solutions,arun@solarmitesolutions.com,19-09-2024 00:16,75,19-09-2024 00:16,01-10-2024 14:26,,,Scanifly,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
NSIS,vince@nsis.solar,19-09-2024 17:29,33.33,,19-09-2024 17:29,,,Aavra Ogden,Marketplace,LinkedIn,,Onboarding
Scanifly Demo,jason.steinberg@scanifly.com,19-09-2024 20:46,75,,,,,,Sales Enablement,,,Dormant
M&S GREEN POWER ENERGY INC,shiranpilo@mnspower.us,20-09-2024 18:14,44.44,,02-10-2024 16:07,,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Ursus Solaris,christian1@ursussolaris.com,23-09-2024 22:03,0,23-09-2024 22:03,,,,,Sales Enablement,,,Demo
Original Energy Co,ryan.osterling@mysolarinstall.com,24-09-2024 20:41,0,24-09-2024 20:41,,,,,Sales Enablement,Website,,Demo
Solar Topps LLC,neal@solartopps.com,24-09-2024 20:58,0,,,,brightstar,,Sales Enablement,,,Negotiation
Mayer Solar,ousamah@mayersolar.com,24-09-2024 23:45,0,24-09-2024 23:45,,,,Dustin O'Dell (Goodleap),Sales Enablement,Website,,Demo
IntegrateSun,zain.ansari@integratesun.com,25-09-2024 18:32,0,25-09-2024 18:32,,,,Sungry,Sales Enablement,Referral,,Demo
vimal org 2,vimal+weio9@expansionjs.com,27-09-2024 06:45,0,,,,,,Sales Enablement,,,New
vimal org stroz,vimal+riej29@expansionjs.com,27-09-2024 06:48,0,,,,storz,,Sales Enablement,,vimal test(vimal+777@expansionjs.com),Cancelled
vimal org,vimal+389jdjkkw@expansionjs.com,27-09-2024 06:53,0,,,,storz,,Sales Enablement,,,New
vimal 04 stroz,vimal+we9@expansionjs.com,27-09-2024 07:22,0,,,,storz,,Sales Enablement,,,New
vimal stroz,vimal+49@expansionjs.com,27-09-2024 07:24,0,,,,storz,,Sales Enablement,,,New
vimal,vimal+tein3dsd@expansionjs.com,27-09-2024 08:08,0,,,,,,Sales Enablement,,,New
Ecogen Services,dmascroft@ecogenservices.com,27-09-2024 17:44,0,27-09-2024 17:44,,,,Scanifly,Sales Enablement,Partnership,,Demo
Energy Savings Pros,cole@energysavingspros.com,27-09-2024 17:51,0,27-09-2024 17:51,,,,,Sales Enablement,Referral,,Demo
R&D Roofing,dlee@rndroofing.com,27-09-2024 21:14,0,27-09-2024 21:14,,,,,Sales Enablement,Website,,Demo
Gleam Solar,hunter@gleam.solar,27-09-2024 21:27,66.67,27-09-2024 21:27,15-10-2024 17:48,,,,Sales Enablement,Website,,Onboarding
Clean Energy Solutions,dgomez@cleanenergysolar.org,27-09-2024 21:48,100,27-09-2024 21:48,11-10-2024 21:04,05-11-2024 01:34,,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Launched
swt energy,erod@swtenergyus.com,30-09-2024 20:29,0,,,,lightreach,,Sales Enablement,,,New
The Very Good Solar Company,don@theverygoodsolarcompany.com,30-09-2024 20:57,0,30-09-2024 20:57,,,,,Easy Quote,Website,,New
